host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
225620845,Brooklyn,Sheepshead Bay,Entire home/apt,400,3,2,0.32,3,363
18294695,Manhattan,Upper East Side,Entire home/apt,102,30,2,0.31,1,0
1725141,Manhattan,NoHo,Entire home/apt,390,15,1,0.91,1,15
228411197,Brooklyn,Bedford-Stuyvesant,Entire home/apt,450,1,10,1.84,1,352
226201658,Brooklyn,Williamsburg,Entire home/apt,90,30,2,0.45,3,314
6349101,Brooklyn,Williamsburg,Entire home/apt,111,5,1,0.14,1,0
227682707,Queens,Ridgewood,Private room,60,2,2,0.29,1,0
198861577,Brooklyn,Williamsburg,Private room,295,1,2,0.6,5,90
140497439,Manhattan,Washington Heights,Entire home/apt,55,7,2,0.33,1,0
105367031,Brooklyn,Bushwick,Entire home/apt,325,2,8,2.38,5,342
98260543,Manhattan,Upper East Side,Private room,135,1,11,1.75,3,330
224414117,Manhattan,Hell's Kitchen,Private room,179,1,12,1.69,30,175
1418015,Brooklyn,Crown Heights,Private room,80,2,10,1.57,4,2
228879817,Queens,Flushing,Private room,80,1,10,1.41,6,169
3137237,Manhattan,Morningside Heights,Entire home/apt,175,1,1,0.16,1,0
21527486,Brooklyn,Park Slope,Entire home/apt,211,3,8,1.2,1,90
81009456,Manhattan,Upper West Side,Entire home/apt,133,1,2,0.28,1,0
227915163,Brooklyn,Gowanus,Entire home/apt,70,6,1,0.14,1,0
229149810,Queens,East Elmhurst,Private room,75,1,33,4.63,3,81
229149668,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,26,3.79,1,93
55403309,Manhattan,East Village,Entire home/apt,240,3,1,0.16,2,0
60939718,Manhattan,Harlem,Private room,43,5,1,0.15,1,0
56665831,Brooklyn,Bedford-Stuyvesant,Private room,99,5,1,0.16,1,0
137358866,Brooklyn,Bushwick,Private room,41,30,2,0.41,103,186
31792728,Brooklyn,Clinton Hill,Entire home/apt,125,2,30,4.59,1,243
172369331,Brooklyn,Coney Island,Shared room,29,18,1,0.21,10,221
2324779,Brooklyn,Williamsburg,Entire home/apt,250,6,1,0.16,1,0
229229020,Brooklyn,Greenpoint,Entire home/apt,115,7,3,0.48,1,11
227987738,Brooklyn,Williamsburg,Entire home/apt,392,1,18,3.12,1,318
24916650,Manhattan,East Village,Private room,125,4,21,3.56,1,52
4075403,Manhattan,SoHo,Entire home/apt,950,4,1,0.37,1,90
227990647,Brooklyn,Bedford-Stuyvesant,Entire home/apt,360,2,26,3.94,1,21
9994745,Manhattan,East Village,Entire home/apt,175,2,2,0.32,1,2
70065270,Manhattan,East Harlem,Entire home/apt,90,3,1,0.16,1,0
24594462,Manhattan,East Harlem,Private room,95,2,27,3.91,2,33
229147376,Brooklyn,Bedford-Stuyvesant,Private room,50,15,2,0.85,11,189
229255407,Manhattan,Midtown,Entire home/apt,150,1,4,0.57,1,5
12715154,Brooklyn,Williamsburg,Private room,100,5,1,0.16,2,0
229147376,Brooklyn,Bedford-Stuyvesant,Private room,59,15,5,0.94,11,343
229147376,Brooklyn,Bedford-Stuyvesant,Private room,60,15,8,1.12,11,330
229147376,Brooklyn,Bedford-Stuyvesant,Private room,48,15,2,0.31,11,189
229147376,Brooklyn,Bedford-Stuyvesant,Private room,48,15,5,0.7,11,364
4599529,Brooklyn,Williamsburg,Private room,65,2,1,0.15,1,95
148508902,Brooklyn,Sheepshead Bay,Entire home/apt,69,1,42,6.09,1,57
22591930,Brooklyn,Williamsburg,Private room,70,2,1,0.16,1,0
229269352,Brooklyn,Bedford-Stuyvesant,Private room,120,2,2,0.3,1,89
1313385,Brooklyn,Bedford-Stuyvesant,Private room,90,3,2,2.0,1,1
229147376,Brooklyn,Bedford-Stuyvesant,Private room,40,15,3,0.47,11,354
229272976,Queens,St. Albans,Private room,60,2,15,2.27,1,356
229278227,Brooklyn,Bensonhurst,Private room,45,1,13,2.07,1,324
195024580,Brooklyn,Williamsburg,Entire home/apt,150,7,2,0.32,1,8
229147376,Brooklyn,Bedford-Stuyvesant,Private room,48,15,4,0.56,11,341
35435470,Manhattan,Lower East Side,Entire home/apt,99,1,3,0.49,1,0
21496186,Manhattan,Midtown,Private room,94,1,27,4.58,2,76
229293180,Queens,Woodside,Private room,55,3,20,3.39,1,44
5524422,Brooklyn,Williamsburg,Entire home/apt,520,3,1,0.16,1,24
51596064,Brooklyn,East Flatbush,Entire home/apt,70,1,23,3.27,1,0
61560050,Brooklyn,Bushwick,Private room,55,2,2,0.32,1,0
229309933,Queens,Flushing,Shared room,49,1,3,0.94,2,90
181651082,Queens,Rosedale,Entire home/apt,135,1,5,0.76,3,36
33531612,Manhattan,East Village,Entire home/apt,110,2,1,0.7,1,280
229147376,Brooklyn,Bedford-Stuyvesant,Private room,40,15,4,0.56,11,325
107053688,Manhattan,Upper West Side,Entire home/apt,500,5,5,0.71,1,0
61107296,Queens,Ridgewood,Private room,65,1,3,0.47,1,0
9334241,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,2,0.64,1,177
229309933,Queens,Flushing,Private room,60,1,6,0.87,2,365
171382321,Brooklyn,Williamsburg,Entire home/apt,400,7,1,0.14,1,219
229325672,Manhattan,Upper West Side,Entire home/apt,195,3,11,1.71,1,13
229147376,Brooklyn,Bedford-Stuyvesant,Private room,45,15,3,0.47,11,199
229147376,Brooklyn,Bedford-Stuyvesant,Private room,45,15,3,0.42,11,331
227340438,Manhattan,Hell's Kitchen,Entire home/apt,240,2,14,1.98,1,156
33064599,Manhattan,Upper West Side,Entire home/apt,199,1,4,0.68,6,320
137358866,Brooklyn,Bushwick,Private room,35,30,4,0.66,103,269
156505456,Brooklyn,East New York,Private room,57,3,1,0.44,13,90
137358866,Manhattan,Harlem,Private room,31,30,1,1.0,103,0
229386490,Brooklyn,Bedford-Stuyvesant,Private room,65,2,16,2.5,3,222
15929157,Brooklyn,East New York,Private room,36,15,1,0.23,3,213
9572607,Manhattan,Lower East Side,Private room,150,1,8,2.07,3,0
2948760,Brooklyn,Clinton Hill,Entire home/apt,120,3,3,0.47,1,0
152386567,Manhattan,Lower East Side,Private room,150,1,16,2.25,2,20
38256284,Manhattan,Chelsea,Entire home/apt,250,1,1,0.16,1,0
227679456,Brooklyn,Prospect-Lefferts Gardens,Private room,55,1,24,3.38,7,45
104813064,Brooklyn,Kensington,Private room,56,1,6,0.88,1,0
229421782,Brooklyn,East Flatbush,Private room,43,3,3,0.43,2,58
5221013,Brooklyn,Greenpoint,Entire home/apt,80,3,2,0.47,1,3
5214227,Brooklyn,Greenpoint,Private room,90,2,1,0.59,1,63
229431423,Brooklyn,Crown Heights,Private room,100,1,1,0.16,1,89
105622510,Manhattan,East Harlem,Private room,52,2,10,1.6,1,5
107374902,Manhattan,Midtown,Entire home/apt,182,3,5,0.8,1,41
224042160,Brooklyn,East Flatbush,Private room,35,1,3,0.44,3,69
229443636,Brooklyn,Bedford-Stuyvesant,Entire home/apt,349,2,15,2.11,1,349
221204634,Queens,Laurelton,Entire home/apt,125,2,26,3.79,1,21
34464182,Manhattan,Harlem,Private room,100,5,4,1.04,1,89
227993479,Brooklyn,Bushwick,Entire home/apt,231,1,23,3.71,1,335
75509095,Manhattan,East Village,Private room,69,1,35,4.93,2,98
92612757,Brooklyn,Williamsburg,Entire home/apt,200,2,1,0.16,1,219
24594462,Manhattan,East Harlem,Entire home/apt,135,2,2,1.67,2,2
20902952,Brooklyn,Red Hook,Entire home/apt,120,2,1,0.45,1,157
18494627,Brooklyn,Williamsburg,Private room,40,58,1,0.16,1,15
229181517,Brooklyn,Crown Heights,Entire home/apt,125,3,18,2.61,1,96
60081723,Manhattan,Hell's Kitchen,Entire home/apt,199,3,21,3.0,2,228
154981576,Brooklyn,Bushwick,Private room,37,30,1,0.75,9,45
228879817,Queens,Flushing,Private room,80,1,14,1.97,6,138
16608415,Brooklyn,East New York,Private room,25,1,25,3.61,3,211
229469300,Brooklyn,Williamsburg,Private room,55,2,2,0.75,2,4
24131677,Manhattan,Midtown,Entire home/apt,250,20,14,2.04,2,315
227679456,Brooklyn,Prospect-Lefferts Gardens,Private room,55,1,25,3.52,7,42
228263278,Manhattan,Harlem,Private room,95,2,5,0.79,4,178
229480146,Bronx,Tremont,Entire home/apt,40,2,17,2.7,1,107
227679456,Brooklyn,Prospect-Lefferts Gardens,Private room,55,1,20,2.82,7,53
1443812,Brooklyn,Williamsburg,Entire home/apt,190,4,2,0.32,2,128
228879817,Queens,Flushing,Private room,80,1,10,1.59,6,163
227679456,Brooklyn,Prospect-Lefferts Gardens,Private room,55,1,19,2.7,7,53
228879817,Queens,Flushing,Private room,80,1,15,2.28,6,137
75998293,Manhattan,Hell's Kitchen,Private room,160,8,1,0.48,1,64
125961131,Manhattan,Two Bridges,Private room,75,1,41,5.97,3,2
180212824,Manhattan,Upper East Side,Private room,80,1,3,0.42,5,0
229503748,Manhattan,Hell's Kitchen,Entire home/apt,250,2,26,3.8,1,60
229509602,Manhattan,Lower East Side,Private room,85,2,23,3.35,1,344
104167105,Manhattan,Upper West Side,Private room,120,2,8,1.15,1,0
137358866,Queens,Elmhurst,Private room,36,30,1,0.23,103,234
225454310,Queens,Far Rockaway,Entire home/apt,145,1,3,0.45,4,311
9501531,Manhattan,Harlem,Private room,55,1,14,1.98,3,359
229554591,Queens,Sunnyside,Private room,49,1,1,0.18,2,0
44152990,Brooklyn,Williamsburg,Private room,90,3,4,0.6,1,11
94113622,Brooklyn,Bushwick,Private room,50,7,1,0.68,2,48
57094235,Manhattan,Financial District,Private room,100,8,1,0.16,1,0
48146336,Manhattan,Hell's Kitchen,Entire home/apt,190,30,1,0.2,20,331
193709,Brooklyn,Greenpoint,Entire home/apt,150,11,2,0.32,1,15
85315237,Brooklyn,Williamsburg,Private room,50,4,1,0.15,1,0
912324,Manhattan,West Village,Entire home/apt,500,3,5,0.8,1,18
2199778,Brooklyn,Williamsburg,Entire home/apt,150,3,6,0.95,1,4
45534171,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,7,2,0.32,1,31
189876110,Brooklyn,Crown Heights,Private room,59,1,2,0.29,1,0
225122879,Brooklyn,Park Slope,Entire home/apt,100,3,26,3.79,1,219
229578317,Manhattan,Hell's Kitchen,Private room,125,1,5,0.73,1,38
229577914,Brooklyn,Greenpoint,Entire home/apt,150,5,1,0.16,1,48
227679456,Brooklyn,Prospect-Lefferts Gardens,Private room,55,1,12,1.76,7,58
193420283,Manhattan,East Village,Entire home/apt,240,2,7,1.01,1,0
5494184,Brooklyn,Brooklyn Heights,Entire home/apt,140,7,1,0.16,1,5
22916874,Manhattan,Nolita,Entire home/apt,250,2,28,3.98,1,0
213781715,Brooklyn,Greenpoint,Entire home/apt,199,1,1,0.79,33,365
14559352,Brooklyn,Williamsburg,Entire home/apt,150,3,4,0.63,2,0
64825610,Manhattan,Hell's Kitchen,Entire home/apt,299,3,23,3.5,2,207
51908924,Brooklyn,Crown Heights,Entire home/apt,85,3,2,0.32,1,19
229284767,Manhattan,Midtown,Entire home/apt,152,30,2,0.38,1,0
224815152,Manhattan,Hell's Kitchen,Private room,209,1,25,3.49,8,84
72944476,Brooklyn,Crown Heights,Entire home/apt,100,1,15,2.17,1,0
229450070,Manhattan,Harlem,Shared room,45,2,15,2.28,1,96
19759400,Manhattan,Upper East Side,Private room,96,2,28,6.83,1,31
141735689,Brooklyn,Bushwick,Entire home/apt,100,3,3,0.42,1,0
229149810,Queens,East Elmhurst,Private room,51,1,65,9.15,3,83
24865062,Manhattan,Chelsea,Entire home/apt,300,4,2,0.3,1,17
12920745,Manhattan,Hell's Kitchen,Entire home/apt,120,10,2,0.91,1,0
21376704,Queens,Flushing,Private room,85,2,18,2.62,1,60
157337532,Queens,College Point,Entire home/apt,65,1,50,7.69,2,78
2239610,Manhattan,Hell's Kitchen,Entire home/apt,165,5,10,1.47,1,31
2019933,Brooklyn,Greenpoint,Entire home/apt,200,4,3,0.43,1,321
221940893,Brooklyn,Kensington,Private room,60,2,12,3.67,3,220
229695499,Manhattan,Lower East Side,Private room,175,1,11,2.84,1,250
15872352,Queens,Rego Park,Shared room,34,1,12,1.86,2,51
224311652,Manhattan,East Harlem,Private room,79,1,31,4.63,1,0
162167111,Queens,Elmhurst,Entire home/apt,95,3,20,4.11,1,101
16358757,Brooklyn,Crown Heights,Entire home/apt,80,5,5,0.81,1,8
879277,Brooklyn,Williamsburg,Shared room,70,2,4,0.59,1,135
192951036,Manhattan,SoHo,Entire home/apt,240,1,9,1.73,10,338
13108315,Brooklyn,Park Slope,Entire home/apt,100,8,3,0.48,1,7
22205488,Brooklyn,Crown Heights,Entire home/apt,100,2,7,1.03,1,0
43053304,Manhattan,Upper East Side,Entire home/apt,120,5,1,0.22,1,0
219449657,Brooklyn,Bushwick,Entire home/apt,200,1,28,4.22,1,30
1319214,Manhattan,Hell's Kitchen,Entire home/apt,172,4,3,0.42,1,0
100554481,Queens,Long Island City,Private room,68,30,6,1.04,1,0
294581,Brooklyn,Williamsburg,Private room,75,3,4,4.0,1,101
84011138,Queens,Ridgewood,Private room,55,3,7,1.08,1,188
51431600,Brooklyn,Bushwick,Private room,50,5,1,0.16,1,0
229737810,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,1,0.16,1,95
541486,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,1,9,1.39,2,6
202144863,Queens,Woodhaven,Private room,60,1,10,1.49,1,0
188050970,Manhattan,Inwood,Private room,65,1,25,3.89,1,86
17665952,Brooklyn,Williamsburg,Private room,75,7,2,0.28,1,0
137358866,Queens,Woodside,Private room,61,30,2,0.75,103,230
56286886,Brooklyn,Williamsburg,Entire home/apt,150,2,4,0.59,1,12
2939479,Manhattan,Upper East Side,Private room,125,3,2,0.32,1,23
120912613,Queens,Glendale,Entire home/apt,99,2,28,5.12,1,289
72512761,Brooklyn,Greenpoint,Private room,75,3,2,2.0,3,0
229774456,Queens,Ditmars Steinway,Private room,70,2,4,0.64,1,89
125961131,Manhattan,Two Bridges,Private room,55,1,53,7.64,3,2
203982404,Manhattan,East Harlem,Private room,90,2,20,3.09,6,0
20177190,Brooklyn,Gowanus,Private room,65,1,20,3.13,1,146
203982404,Manhattan,East Harlem,Private room,90,2,25,3.66,6,173
228581927,Brooklyn,Crown Heights,Entire home/apt,180,3,1,0.14,1,90
92674591,Brooklyn,Clinton Hill,Entire home/apt,99,2,18,5.0,1,50
172379806,Queens,Ditmars Steinway,Entire home/apt,100,2,25,3.55,1,294
229836139,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,2,19,3.33,1,35
21010752,Manhattan,East Village,Private room,49,4,2,0.35,2,0
35179914,Manhattan,Harlem,Entire home/apt,150,5,1,0.17,1,0
229709908,Manhattan,East Village,Entire home/apt,285,3,16,3.48,1,241
10045509,Queens,Ditmars Steinway,Entire home/apt,150,5,2,0.32,1,0
229844097,Manhattan,East Harlem,Private room,89,1,23,3.37,1,285
6769030,Manhattan,Washington Heights,Private room,75,2,5,1.76,1,0
13223221,Brooklyn,Midwood,Entire home/apt,75,3,1,0.25,1,0
13977477,Brooklyn,Williamsburg,Entire home/apt,99,5,5,0.81,1,0
2838058,Manhattan,Harlem,Private room,65,3,3,0.48,2,363
164051353,Manhattan,Chelsea,Private room,133,1,17,4.32,3,87
164051353,Manhattan,Chelsea,Private room,130,1,19,2.88,3,81
173417532,Manhattan,Midtown,Private room,172,1,18,4.74,3,85
229872308,Brooklyn,Bedford-Stuyvesant,Private room,40,2,50,7.11,1,18
79563670,Manhattan,Upper West Side,Entire home/apt,100,3,7,1.04,1,52
49800768,Brooklyn,Williamsburg,Private room,80,7,1,0.16,1,219
229872448,Manhattan,Upper West Side,Entire home/apt,180,5,1,0.15,1,0
6451056,Brooklyn,Bushwick,Entire home/apt,93,3,5,0.78,1,0
192137090,Brooklyn,Gowanus,Entire home/apt,100,3,13,1.9,1,0
9096745,Queens,Elmhurst,Entire home/apt,299,2,10,1.47,1,78
229885031,Bronx,Mount Hope,Entire home/apt,69,2,25,3.66,1,92
2370813,Brooklyn,Sheepshead Bay,Entire home/apt,110,2,38,5.43,2,294
1632633,Brooklyn,Williamsburg,Entire home/apt,120,2,27,4.2,1,8
10089405,Brooklyn,Fort Greene,Entire home/apt,120,1,1,0.16,1,1
7957807,Manhattan,East Village,Entire home/apt,250,2,14,2.19,1,364
133972014,Brooklyn,Bushwick,Entire home/apt,130,3,4,0.63,1,6
229893262,Manhattan,Roosevelt Island,Private room,43,2,1,0.16,1,50
227647873,Queens,Astoria,Entire home/apt,179,2,29,5.15,3,116
5170481,Brooklyn,Clinton Hill,Entire home/apt,90,3,5,2.59,1,50
4509281,Brooklyn,Crown Heights,Private room,500,3,32,4.62,1,0
191324,Queens,Sunnyside,Private room,60,2,4,2.55,2,2
141218191,Brooklyn,Bushwick,Entire home/apt,110,70,4,0.65,1,90
39890192,Manhattan,Upper West Side,Private room,70,14,2,0.61,12,146
67552519,Manhattan,Nolita,Entire home/apt,228,2,29,4.42,2,78
52671461,Manhattan,Kips Bay,Entire home/apt,150,7,1,0.28,2,71
9266337,Manhattan,West Village,Entire home/apt,154,2,4,0.59,1,12
63260432,Brooklyn,Greenpoint,Entire home/apt,179,1,15,2.54,1,0
33945670,Queens,Long Island City,Entire home/apt,283,2,11,1.75,2,303
17598541,Brooklyn,Crown Heights,Private room,45,1,12,1.89,1,150
141931484,Brooklyn,Flatlands,Private room,69,2,15,2.2,3,329
137358866,Queens,Astoria,Private room,39,30,1,1.0,103,0
178224519,Manhattan,Kips Bay,Entire home/apt,150,30,1,0.61,8,332
4679911,Brooklyn,Greenpoint,Private room,54,21,1,0.15,1,0
30377766,Queens,Jackson Heights,Private room,62,1,2,0.32,2,365
9412549,Manhattan,Financial District,Private room,180,1,1,0.17,1,0
5358010,Brooklyn,South Slope,Entire home/apt,145,4,1,1.0,1,12
4731785,Manhattan,Upper East Side,Entire home/apt,200,21,1,0.16,1,88
230013366,Brooklyn,Borough Park,Entire home/apt,110,2,17,2.51,1,243
1995636,Manhattan,Midtown,Entire home/apt,225,30,1,0.37,1,108
5469063,Manhattan,Upper East Side,Entire home/apt,200,5,1,0.2,1,24
2824437,Brooklyn,Crown Heights,Private room,70,3,6,0.85,1,41
29245582,Manhattan,Harlem,Entire home/apt,150,5,16,3.22,1,3
228263278,Manhattan,Harlem,Private room,95,2,4,0.93,4,180
19052001,Manhattan,Lower East Side,Private room,80,2,3,0.6,1,0
14244557,Brooklyn,Park Slope,Entire home/apt,250,9,1,0.16,1,251
230037325,Brooklyn,Bedford-Stuyvesant,Private room,55,1,9,1.38,6,173
186334891,Brooklyn,Sunset Park,Entire home/apt,150,2,17,2.67,2,244
230037325,Brooklyn,Bedford-Stuyvesant,Private room,55,1,3,1.5,6,163
230037325,Brooklyn,Bedford-Stuyvesant,Private room,55,1,8,1.13,6,173
229421782,Brooklyn,East Flatbush,Private room,35,4,5,0.79,2,89
197082458,Manhattan,Upper West Side,Entire home/apt,350,2,9,1.32,1,286
198406576,Manhattan,Harlem,Entire home/apt,195,30,5,2.08,1,239
4281300,Brooklyn,Williamsburg,Private room,89,1,2,0.43,3,16
230049837,Manhattan,Murray Hill,Private room,59,5,5,1.43,2,0
14841940,Brooklyn,Bushwick,Private room,48,3,13,2.05,1,34
103922915,Manhattan,Midtown,Entire home/apt,149,2,3,0.46,1,0
52140932,Brooklyn,Bedford-Stuyvesant,Private room,49,2,13,2.22,7,294
131705586,Brooklyn,Fort Greene,Private room,77,1,7,1.84,2,364
416238,Brooklyn,Williamsburg,Entire home/apt,225,6,1,0.16,1,88
52140932,Brooklyn,Bedford-Stuyvesant,Private room,49,2,19,3.22,7,360
35162102,Queens,Queens Village,Entire home/apt,120,2,41,6.51,1,66
3016566,Brooklyn,Park Slope,Private room,200,1,1,0.37,1,351
163905917,Manhattan,Hell's Kitchen,Private room,115,4,1,0.52,3,0
230046770,Brooklyn,Coney Island,Entire home/apt,190,1,1,0.15,1,2
76192815,Manhattan,Chinatown,Entire home/apt,175,1,1,0.25,5,364
28821748,Brooklyn,Sunset Park,Private room,30,10,1,0.16,1,0
20043437,Brooklyn,Bedford-Stuyvesant,Private room,35,10,3,0.48,1,5
2581995,Brooklyn,Bedford-Stuyvesant,Private room,37,1,29,4.58,2,10
7883985,Manhattan,Upper East Side,Private room,79,1,23,3.59,1,7
230108889,Queens,Kew Gardens Hills,Private room,40,5,2,0.32,2,0
230113240,Brooklyn,Bushwick,Private room,100,1,23,3.69,1,240
9976776,Manhattan,Roosevelt Island,Private room,199,3,1,0.16,1,0
163035332,Manhattan,SoHo,Entire home/apt,550,2,12,1.72,3,126
144124452,Queens,Rosedale,Private room,55,1,9,1.34,3,30
137358866,Queens,Woodside,Private room,40,30,1,0.28,103,247
149312705,Manhattan,Midtown,Private room,150,2,25,3.87,1,19
6051149,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,12,2.25,1,66
200239515,Queens,Woodside,Private room,35,30,2,0.9,15,7
173912778,Brooklyn,Flatlands,Entire home/apt,89,2,12,1.86,1,132
230192510,Brooklyn,Fort Greene,Private room,48,30,1,1.0,25,342
228220221,Manhattan,East Village,Entire home/apt,239,1,13,2.1,1,345
230192818,Manhattan,East Village,Entire home/apt,90,1,22,3.4,2,17
363717,Manhattan,East Village,Entire home/apt,350,4,2,1.15,1,127
230192510,Brooklyn,Fort Greene,Private room,48,30,1,1.0,25,322
230196849,Manhattan,East Harlem,Entire home/apt,350,2,4,0.63,1,81
227679456,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,599,2,1,0.35,7,110
226201658,Brooklyn,Williamsburg,Entire home/apt,89,30,2,0.39,3,295
230049837,Manhattan,Murray Hill,Entire home/apt,129,3,6,0.93,2,22
230192510,Brooklyn,Fort Greene,Private room,48,30,1,0.21,25,220
218336964,Queens,Rego Park,Private room,40,3,14,2.07,4,8
211549023,Manhattan,Midtown,Entire home/apt,220,2,15,2.47,13,286
6297882,Brooklyn,Bushwick,Entire home/apt,120,3,2,0.35,1,0
230192510,Brooklyn,Fort Greene,Private room,48,30,1,0.22,25,311
10415675,Manhattan,Harlem,Entire home/apt,150,4,3,0.47,7,281
34689714,Manhattan,Hell's Kitchen,Private room,99,1,3,0.44,5,358
95915902,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,5,0.75,1,0
121434641,Brooklyn,Williamsburg,Entire home/apt,100,1,23,3.3,1,173
230230484,Queens,Astoria,Private room,80,3,3,0.48,2,365
214130808,Brooklyn,Bay Ridge,Private room,50,1,17,2.71,1,311
2547347,Brooklyn,Brooklyn Heights,Entire home/apt,100,2,7,1.12,1,326
195691349,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,18,3.94,3,299
222779801,Manhattan,East Village,Private room,75,1,17,2.49,2,120
230235805,Manhattan,Financial District,Entire home/apt,116,3,17,2.5,1,0
9288052,Brooklyn,Clinton Hill,Private room,60,7,2,0.34,2,0
599076,Brooklyn,Bushwick,Private room,70,1,5,0.78,1,81
208477013,Manhattan,Harlem,Entire home/apt,125,2,7,1.12,1,24
178473107,Manhattan,Harlem,Private room,90,1,1,0.25,6,40
28230496,Manhattan,Lower East Side,Entire home/apt,200,5,2,0.32,1,78
72887012,Manhattan,East Village,Private room,90,6,2,0.31,1,23
191469946,Manhattan,East Harlem,Entire home/apt,350,1,27,4.09,1,95
20279355,Brooklyn,Bedford-Stuyvesant,Shared room,75,1,15,3.72,1,123
20587499,Manhattan,Washington Heights,Private room,65,1,13,1.99,1,0
49292750,Brooklyn,Williamsburg,Private room,72,3,2,0.31,1,0
18091877,Manhattan,Upper East Side,Private room,120,4,20,3.17,1,31
1574687,Manhattan,Financial District,Entire home/apt,180,2,3,1.14,1,5
27863129,Manhattan,West Village,Entire home/apt,250,2,39,6.32,1,0
105154396,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,22,3.28,1,110
64450303,Brooklyn,Flatlands,Entire home/apt,300,1,9,1.44,2,7
26028092,Queens,Richmond Hill,Private room,66,1,30,4.52,1,131
129174905,Manhattan,Upper East Side,Private room,65,15,1,0.15,1,0
37883321,Manhattan,Chelsea,Entire home/apt,160,7,8,3.04,1,80
230025652,Queens,Queens Village,Private room,38,2,14,2.71,4,6
93822547,Manhattan,Upper East Side,Entire home/apt,185,2,3,1.11,1,0
129328105,Manhattan,Upper East Side,Entire home/apt,199,2,1,0.42,1,50
4510691,Brooklyn,Williamsburg,Entire home/apt,175,2,4,0.62,1,34
36732553,Queens,Astoria,Private room,60,15,3,0.48,3,331
192754619,Manhattan,Hell's Kitchen,Private room,159,1,1,0.16,1,189
230371691,Manhattan,Lower East Side,Entire home/apt,432,1,20,3.35,1,325
230378560,Queens,Briarwood,Entire home/apt,66,2,9,1.36,1,186
22863358,Manhattan,Washington Heights,Private room,80,2,1,0.71,1,29
223258125,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,8,1.27,1,6
166084232,Brooklyn,Crown Heights,Entire home/apt,185,1,17,2.48,1,48
230396622,Brooklyn,Brownsville,Private room,29,4,6,0.94,1,66
228571016,Manhattan,Harlem,Private room,190,2,1,0.16,2,89
106667600,Queens,East Elmhurst,Private room,42,10,3,0.5,1,326
37891510,Queens,Woodhaven,Private room,45,3,10,2.14,2,54
230407184,Manhattan,Hell's Kitchen,Private room,131,2,2,0.32,1,0
230418398,Manhattan,Hell's Kitchen,Private room,89,2,1,0.16,1,0
78378674,Queens,Elmhurst,Shared room,40,1,1,0.16,1,0
161769990,Brooklyn,Bedford-Stuyvesant,Private room,45,7,8,1.16,2,0
3929012,Manhattan,Upper West Side,Private room,129,1,30,4.69,4,49
137358866,Queens,Woodside,Private room,33,30,3,0.7,103,236
14818535,Queens,Maspeth,Entire home/apt,122,2,17,2.71,1,73
3929012,Manhattan,Upper West Side,Private room,129,1,37,5.39,4,59
36732553,Queens,Astoria,Private room,50,15,1,0.45,3,341
180380802,Manhattan,Midtown,Entire home/apt,140,2,1,0.59,4,354
180380802,Manhattan,Midtown,Entire home/apt,130,2,2,0.29,4,365
204160428,Manhattan,Hell's Kitchen,Private room,180,3,29,4.58,3,126
204160428,Manhattan,Hell's Kitchen,Private room,160,3,30,4.71,3,73
204160428,Manhattan,Hell's Kitchen,Private room,130,3,27,4.35,3,114
2423570,Manhattan,East Harlem,Entire home/apt,150,30,4,1.13,1,345
230498530,Manhattan,Harlem,Entire home/apt,90,30,1,0.67,1,209
224414117,Manhattan,Hell's Kitchen,Private room,199,1,4,0.61,30,363
103726845,Manhattan,Upper West Side,Private room,90,1,2,0.32,2,0
228228269,Brooklyn,Williamsburg,Entire home/apt,444,1,15,2.49,1,326
228225649,Manhattan,East Village,Entire home/apt,349,1,8,1.88,1,352
3636827,Brooklyn,Clinton Hill,Entire home/apt,195,2,2,0.31,1,44
921897,Manhattan,Murray Hill,Private room,70,30,1,0.16,1,172
3312111,Brooklyn,South Slope,Entire home/apt,150,2,3,0.47,1,34
224414117,Manhattan,Hell's Kitchen,Private room,199,1,1,0.15,30,365
1992020,Brooklyn,Fort Greene,Entire home/apt,199,5,2,0.32,1,0
192740917,Brooklyn,Williamsburg,Entire home/apt,120,7,1,0.16,1,189
230528448,Queens,Ditmars Steinway,Private room,40,1,3,0.48,1,0
135060128,Brooklyn,Williamsburg,Private room,120,1,3,0.47,2,269
230531384,Manhattan,Hell's Kitchen,Entire home/apt,350,2,32,5.25,1,198
190298308,Queens,Forest Hills,Entire home/apt,94,3,9,1.32,1,329
18653145,Manhattan,Harlem,Entire home/apt,185,7,3,0.99,1,128
41955015,Manhattan,Murray Hill,Entire home/apt,150,1,2,0.32,1,0
